0,0.781398145022,-0.6366152490955,-0.1720702212655,3.111077209932e-05,459653.0507976,41389.82392265,338518.0639672,Not labeled,Not labeled
0.00399994850158691,0.7761349406914,-0.6497750054225,-0.1813111713752,2.388265358652e-05,460153.7682926,41434.11094768,338886.7830161,Not labeled,Not labeled
0.00799989700317383,0.7703439804755,-0.6635372394533,-0.1903043615256,4.099031695496e-05,460654.8492897,41478.42954293,339255.7697095,Not labeled,Not labeled
0.0119998455047607,0.7640363682845,-0.6777610490437,-0.1992692915621,3.954565014536e-05,461156.3238204,41522.78236409,339625.0461621,Not labeled,Not labeled
0.0159997940063477,0.7572243515934,-0.6923029707973,-0.2084238657347,3.368214119724e-05,461658.1322391,41567.16413539,339994.5684517,Not labeled,Not labeled
0.0199999809265137,0.7499190647419,-0.7070220793339,-0.2179875790793,3.428802504937e-05,462160.3045557,41611.57751064,340364.3586772,Not labeled,Not labeled
0.0239999294281006,0.742132002743,-0.7217766138297,-0.2281793936228,3.538830618108e-05,462662.8409019,41656.0225011,340734.4169356,Not labeled,Not labeled
0.0279998779296875,0.7338741546398,-0.7364256805868,-0.2392189589657,4.210839514868e-05,463165.7713962,41700.50176998,341104.7654054,Not labeled,Not labeled
0.0319998264312744,0.7251580003826,-0.750825765517,-0.2513239320538,5.797123266784e-05,463669.0362193,41745.01002646,341475.3600369,Not labeled,Not labeled
0.0359997749328613,0.715994556703,-0.7648359854854,-0.2647139054722,6.037826699798e-05,464172.6654678,41789.54993186,341846.2229925,Not labeled,Not labeled
0.0399999618530273,0.7064243337838,-0.7784293525605,-0.2795643680011,2.811039887084e-05,464676.6592736,41834.12149745,342217.3543696,Not labeled,Not labeled
0.0439999103546143,0.6966038817351,-0.7920378882921,-0.2958769465266,-2.223745749853e-05,465181.0177687,41878.72473446,342588.754265,Not labeled,Not labeled
0.0479998588562012,0.6867181680138,-0.8062092183309,-0.3136109087076,-4.224252419737e-05,465685.7711799,41923.36231557,342960.4449374,Not labeled,Not labeled
0.0519998073577881,0.6769539351554,-0.8214884339628,-0.3327223076962,-1.430101300173e-05,466190.8594708,41968.02893106,343332.382177,Not labeled,Not labeled
0.0559999942779541,0.6674961489416,-0.8384231110491,-0.3531703277413,3.30135021482e-05,466696.3128466,42012.72725171,343704.5882263,Not labeled,Not labeled
0.059999942779541,0.6584244430624,-0.8574859653885,-0.3749067589132,-2.420555073927e-06,467202.1314392,42057.45728877,344077.0631825,Not labeled,Not labeled
0.0639998912811279,0.6488965901683,-0.878505343446,-0.397827872123,-7.865893101531e-05,467708.3153805,42102.21905347,344449.8071426,Not labeled,Not labeled
0.0679998397827148,0.6375949692896,-0.9009791963405,-0.4218028106719,-0.0001237232534467,468214.8950063,42147.01522796,344822.8424454,Not labeled,Not labeled
0.0719997882843018,0.6232000716543,-0.9243986568699,-0.4466961594874,-0.0001354134972939,468721.8100625,42191.8404836,345196.1247207,Not labeled,Not labeled
0.0759999752044678,0.6043904992665,-0.9482588631464,-0.4723767668873,-3.975187121266e-05,469229.0908631,42236.69750062,345569.6762913,Not labeled,Not labeled
0.0799999237060547,0.5799015168565,-0.9720975778299,-0.4986988575781,2.669998452267e-05,469736.7375399,42281.58629028,345943.4972543,Not labeled,Not labeled
0.0839998722076416,0.5497555360947,-0.9964642130416,-0.5252141017882,3.17661588036e-05,470244.7805162,42326.50954227,346317.6100126,Not labeled,Not labeled
0.0879998207092285,0.5152695564157,-1.022913929797,-0.551165297651,7.851097758947e-06,470753.1593632,42371.46191283,346691.9700676,Not labeled,Not labeled
0.0919997692108154,0.477811310614,-1.053050046185,-0.5757868040243,-1.378333975171e-05,471261.9044821,42416.44608975,347066.5998063,Not labeled,Not labeled
0.0959999561309814,0.4387501716397,-1.088474458291,-0.5983113978884,-5.007690146647e-05,471771.016005,42461.46208429,347441.4993258,Not labeled,Not labeled
0.0999999046325684,0.3994076893159,-1.13073577853,-0.6179641962456,-8.923048423533e-05,472280.4940636,42506.50990768,347816.6687232,Not labeled,Not labeled
0.103999853134155,0.3600032681338,-1.180160408099,-0.6337949685368,-0.0001309250069307,472790.3691903,42551.59225912,348192.1304818,Not labeled,Not labeled
0.107999801635742,0.3196636385659,-1.235840409599,-0.6446745922953,-0.0001770665956704,473300.5807381,42596.70377587,348567.8399423,Not labeled,Not labeled
0.111999988555908,0.2774607348578,-1.296823260369,-0.6494692997921,-0.0001539161121978,473811.1592173,42641.84715522,348943.819572,Not labeled,Not labeled
0.115999937057495,0.2324688302838,-1.362153697436,-0.647044254777,-0.0001085439206668,474322.10476,42687.0224084,349320.0694681,Not labeled,Not labeled
0.119999885559082,0.1837732084765,-1.430866808467,-0.6362802032592,-0.0001776888473452,474833.4174979,42732.22954667,349696.5897275,Not labeled,Not labeled
0.123999834060669,0.1317884638019,-1.500834058477,-0.6179423884522,-0.0001773442694871,475345.1280728,42777.47127871,350073.4029142,Not labeled,Not labeled
0.127999782562256,0.07952661360294,-1.567646190228,-0.5964622372574,-0.0001629383109325,475857.1756188,42822.74222278,350450.4642078,Not labeled,Not labeled
0.131999969482422,0.03028764053817,-1.626646094971,-0.5766886681346,-0.0001550885055666,476369.5907558,42868.04508568,350827.7961562,Not labeled,Not labeled
0.135999917984009,-0.01262544832262,-1.673172492489,-0.5634715024726,-0.0001876039126837,476882.3736157,42913.37987865,351205.3988563,Not labeled,Not labeled
0.139999866485596,-0.04591127721227,-1.702565251149,-0.5616608900425,-0.0001669765180513,477395.5549279,42958.74931798,351583.2949367,Not labeled,Not labeled
0.143999814987183,-0.06743007396331,-1.711719151512,-0.5741579322306,-4.895096996123e-05,477909.0736512,43004.14800671,351961.439448,Not labeled,Not labeled
0.148000001907349,-0.07971713410063,-1.703773086832,-0.5960674647741,7.095524320891e-05,478422.960493,43049.57865925,352339.8550023,Not labeled,Not labeled
0.151999950408936,-0.08647239881756,-1.683422879827,-0.620546339678,0.0002493714809196,478937.2155853,43095.04128684,352718.5416969,Not labeled,Not labeled
0.155999898910522,-0.09139580930741,-1.655364353219,-0.6407514089472,0.0004292910452789,479451.8390599,43140.53590072,353097.4996288,Not labeled,Not labeled
